temperature ( C ),smiles1,smiles2,smiles3,smiles4,smiles5,smiles6,conc1,conc2,conc3,conc4,conc5,conc6,log(cond) (uS/cm)
20,C1CCS(=O)(=O)C1,COC(=O)CC(F)(F)F,CCCC#N,CS(=O)C,[Li+].F[As-](F)(F)(F)(F)F,O,20,20,35,15,10,0,0
20,CCOC(=O)OC,CC1COC(=O)O1,FC(F)(F)COCCOCCOCCOCCOCC(F)(F)F,C(Cl)Cl,[Li+].F[As-](F)(F)(F)(F)F,O,20,20,40,10,10,0,0
20,COC(=O)CC(F)(F)F,FC(F)(F)COCCOCCOCCOCCOCCOCC(F)(F)F,COCCOCCOC,COCCOC,[Li+].F[As-](F)(F)(F)(F)F,O,20,20,45,5,10,0,0
20,CC1COC(=O)O1,CC(=O)OC,C(C(C(F)F)(F)F)OC(C(F)F)(F)F,COCCOCCOC,[Li+].F[As-](F)(F)(F)(F)F,O,20,25,5,40,10,0,0
20,C(C(C(F)F)(F)F)OC(=O)C(F)(F)F,CC(=O)OC,FC(F)(F)COCCOCCOCCOCCOCC(F)(F)F,FC(F)(F)C(F)(F)COCCOCCOCC(F)(F)C(F)(F)F,[Li+].F[As-](F)(F)(F)(F)F,O,20,25,10,35,10,0,0
20,C1COC(=O)O1,C1=COC(=O)O1,CCOC(=O)OC,COCCOCCOCCOCCOC,[Li+].F[As-](F)(F)(F)(F)F,O,20,25,15,30,10,0,0
20,C1COC(=O)O1,CCCCOC(=O)C,CCOC(=O)OC,FC(F)(F)COCCOCCOCC(F)(F)F,[Li+].F[As-](F)(F)(F)(F)F,O,20,25,20,25,10,0,0
20,CCC(=O)C,CC#N,CCOC(=O)OC,O1CCOCC1,[Li+].F[As-](F)(F)(F)(F)F,O,20,25,25,20,10,0,0
20,CCOC(=O)OC,CC(=O)OC,CC1COC(=O)O1,COCCOCCOC,[Li+].F[As-](F)(F)(F)(F)F,O,20,25,30,15,10,0,0
20,CCOC(=O)OC,FC(F)(F)COCCOCCOCCOCCOCCOCC(F)(F)F,FC(F)(F)C(F)(F)COCCOCCOCC(F)(F)C(F)(F)F,COCCOCCOC,[Li+].F[As-](F)(F)(F)(F)F,O,20,25,35,10,10,0,0
20,C(C(C(F)F)(F)F)OC(=O)C(F)(F)F,CCOC(=O)OC,C1COC(=O)O1,C(Cl)Cl,[Li+].F[As-](F)(F)(F)(F)F,O,20,25,40,5,10,0,0
20,CCC(=O)OC,COC(=O)OC,FC(F)(F)COCCOCCOCCOCC(F)(F)F,FC(F)(F)COCCOCCOCCOCCOCCOCC(F)(F)F,[Li+].F[As-](F)(F)(F)(F)F,O,20,30,5,35,10,0,0
20,C1COC(=O)O1,CCC(=O)C,CC#N,C(C(C(F)F)(F)F)OC(C(F)F)(F)F,[Li+].F[As-](F)(F)(F)(F)F,O,20,30,10,30,10,0,0
20,C1COC(=O)O1,COC(=O)OC,C(Cl)Cl,COCCOCCOCCOCCOC,[Li+].F[As-](F)(F)(F)(F)F,O,20,30,15,25,10,0,0
20,C1COC(=O)O1,CS(=O)C,C1COC(=O)O1,FC(F)(F)C(F)(F)COCCOCCOCC(F)(F)C(F)(F)F,[Li+].F[As-](F)(F)(F)(F)F,O,20,30,20,20,10,0,0
20,COC(=O)OC,COC(=O)CC(F)(F)F,CS(=O)C,COCCOC(=O)OC,[Li+].F[As-](F)(F)(F)(F)F,O,20,30,25,15,10,0,0
20,CCOC(=O)OC,C(C(C(F)F)(F)F)OC(C(F)F)(F)F,C(C(F)(F)F)OP(=O)(OCC(F)(F)F)OCC(F)(F)F,COCCOC,[Li+].F[As-](F)(F)(F)(F)F,O,20,30,30,10,10,0,0
20,CCC(=O)OC,COC=O,CCCC(=O)OC,C1C(OC(=O)O1)F,[Li+].F[As-](F)(F)(F)(F)F,O,20,30,35,5,10,0,0
20,CCCC#N,CCCC(=O)OC,CCCCOC=O,CS(=O)C,[Li+].F[As-](F)(F)(F)(F)F,O,20,35,5,30,10,0,0
20,CCOC(=O)OC,C1C(OC(=O)O1)F,FC(F)(F)COCCOCCOCC(F)(F)F,FC(F)(F)COCCOCCOCCOCC(F)(F)F,[Li+].F[As-](F)(F)(F)(F)F,O,20,35,10,25,10,0,0
20,COC(=O)CC(F)(F)F,CCC(=O)OC,FC(F)(F)COCCOCCOCCOCCOCCOCC(F)(F)F,C(Cl)Cl,[Li+].F[As-](F)(F)(F)(F)F,O,20,35,15,20,10,0,0
20,CCC#N,CS(=O)C,C1COC(=O)O1,C1COC(=O)O1,[Li+].F[As-](F)(F)(F)(F)F,O,20,35,20,15,10,0,0
20,CCOC(=O)OCC,CCOC(=O)OC,C(C(C(F)F)(F)F)OC(C(F)F)(F)F,C1COCO1,[Li+].F[As-](F)(F)(F)(F)F,O,20,35,25,10,10,0,0
20,CCCCOC=O,C1COC(=O)O1,COCCOC,C1COCO1,[Li+].F[As-](F)(F)(F)(F)F,O,20,35,30,5,10,0,0
20,C(C(F)(F)F)OC(C(F)F)(F)F,CCCC(=O)OC,C1COC(=O)O1,COCCOCCOC,[Li+].F[As-](F)(F)(F)(F)F,O,20,40,5,25,10,0,0
20,CCC(=O)OC,C1=COC(=O)O1,CC(=O)OC,C(C(C(F)F)(F)F)OC(C(F)F)(F)F,[Li+].F[As-](F)(F)(F)(F)F,O,20,40,10,20,10,0,0
20,COC(=O)OC,C1CCS(=O)(=O)C1,FC(F)(F)COCCOCCOCC(F)(F)F,COCCOCCOC,[Li+].F[As-](F)(F)(F)(F)F,O,20,40,15,15,10,0,0
20,C(C(C(F)F)(F)F)OC(=O)C(F)(F)F,COC(=O)OC,FC(F)(F)COCCOCCOCCOCCOCC(F)(F)F,COCCOC,[Li+].F[As-](F)(F)(F)(F)F,O,20,40,20,10,10,0,0
20,CC1COC(=O)O1,C1COC(=O)O1,C(C(C(F)F)(F)F)OC(C(F)F)(F)F,O1CCOCC1,[Li+].F[As-](F)(F)(F)(F)F,O,20,40,25,5,10,0,0
20,CS(=O)C,COCCOC(=O)OC,C1COC(=O)O1,C(C(F)(F)F)OP(=O)(OCC(F)(F)F)OCC(F)(F)F,[Li+].F[As-](F)(F)(F)(F)F,O,20,45,5,20,10,0,0
20,C1COC(=O)O1,FC(F)(F)COCCOCCOCC(F)(F)F,COCCOC,O1CCOCC1,[Li+].F[As-](F)(F)(F)(F)F,O,20,45,10,15,10,0,0
20,CCC(=O)C,CCCC(=O)OC,FC(F)(F)C(F)(F)COCCOCCOCC(F)(F)C(F)(F)F,C(Cl)Cl,[Li+].F[As-](F)(F)(F)(F)F,O,20,45,15,10,10,0,0
20,C(C(F)(F)F)OC(C(F)F)(F)F,C1COC(=O)O1,CCOC=O,FC(F)(F)COCCOCCOCC(F)(F)F,[Li+].F[As-](F)(F)(F)(F)F,O,20,45,20,5,10,0,0
20,C(C(C(F)F)(F)F)OC(=O)C(F)(F)F,CCC#N,C1COC(=O)O1,CCOC(=O)OC,[Li+].F[As-](F)(F)(F)(F)F,O,20,50,5,15,10,0,0
20,C1=COC(=O)O1,CC1COC(=O)O1,CCOC(=O)OC,C1C(OC(=O)O1)F,[Li+].F[As-](F)(F)(F)(F)F,O,20,50,10,10,10,0,0
20,C(C(C(F)F)(F)F)OC(=O)C(F)(F)F,C1COC(=O)O1,CCC#N,COCCOCCOCCOCCOC,[Li+].F[As-](F)(F)(F)(F)F,O,20,50,15,5,10,0,0
20,CCC#N,CC#N,CC1COC(=O)O1,COCCOCCOCCOCCOC,[Li+].F[As-](F)(F)(F)(F)F,O,20,55,5,10,10,0,0
20,CN(C)C=O,COCCOC(=O)OC,COCCOC,O1CCOCC1,[Li+].F[As-](F)(F)(F)(F)F,O,20,55,10,5,10,0,0
20,CCC(=O)OC,CCC(=O)C,CCCC(=O)OC,C1COC(=O)O1,[Li+].F[As-](F)(F)(F)(F)F,O,20,60,5,5,10,0,0
20,CCOC(=O)OC,COC(=O)OC,FC(F)(F)COCCOCCOCCOCCOCC(F)(F)F,FC(F)(F)COCCOCCOCCOCCOCCOCC(F)(F)F,[Li+].F[As-](F)(F)(F)(F)F,O,25,5,5,55,10,0,0
20,CCCC#N,CCOC(=O)OCC,CC(=O)OC,FC(F)(F)COCCOCCOCCOCCOCCOCC(F)(F)F,[Li+].F[As-](F)(F)(F)(F)F,O,25,5,10,50,10,0,0
20,C(C(C(F)F)(F)F)OC(=O)C(F)(F)F,CCOC(=O)OCC,CCOC(=O)OCC,CC1COC(=O)O1,[Li+].F[As-](F)(F)(F)(F)F,O,25,5,15,45,10,0,0
20,CCCC(=O)OC,CC1COC(=O)O1,CC1COC(=O)O1,C(Cl)Cl,[Li+].F[As-](F)(F)(F)(F)F,O,25,5,20,40,10,0,0
20,CCOC(=O)OC,CCCCOC=O,CCOC(=O)OCC,FC(F)(F)COCCOCCOCC(F)(F)F,[Li+].F[As-](F)(F)(F)(F)F,O,25,5,25,35,10,0,0
20,CS(=O)C,CC1COC(=O)O1,C1COC(=O)O1,COCCOCCOCCOCCOC,[Li+].F[As-](F)(F)(F)(F)F,O,25,5,30,30,10,0,0
20,COC(=O)OC,COC(=O)CC(F)(F)F,CCOC(=O)OCC,CC(=O)OC,[Li+].F[As-](F)(F)(F)(F)F,O,25,5,35,25,10,0,0
20,C1COC(=O)O1,CCC(=O)OC,CCCC#N,CCCCOC=O,[Li+].F[As-](F)(F)(F)(F)F,O,25,5,40,20,10,0,0
20,CCOC(=O)OC,FC(F)(F)COCCOCCOCCOCCOCC(F)(F)F,COCCOCCOC,COCCOC,[Li+].F[As-](F)(F)(F)(F)F,O,25,5,45,15,10,0,0
20,COC(=O)CC(F)(F)F,COC(=O)OC,CCC(=O)C,CS(=O)C,[Li+].F[As-](F)(F)(F)(F)F,O,25,5,50,10,10,0,0
20,CC#N,COC(=O)OC,C(C(F)(F)F)OP(=O)(OCC(F)(F)F)OCC(F)(F)F,C(Cl)Cl,[Li+].F[As-](F)(F)(F)(F)F,O,25,5,55,5,10,0,0
20,C1CCS(=O)(=O)C1,CCCCOC=O,COCCOC(=O)OC,CC1COC(=O)O1,[Li+].F[As-](F)(F)(F)(F)F,O,25,10,5,50,10,0,0
20,CCOC(=O)OCC,CC1COC(=O)O1,CC1COC(=O)O1,C1COCO1,[Li+].F[As-](F)(F)(F)(F)F,O,25,10,10,45,10,0,0
20,CC1COC(=O)O1,CC(=O)OC,CCOC(=O)OC,C(C(F)(F)F)OP(=O)(OCC(F)(F)F)OCC(F)(F)F,[Li+].F[As-](F)(F)(F)(F)F,O,25,10,15,40,10,0,0
20,C(C(F)(F)F)OC(C(F)F)(F)F,CCC#N,CCCCOC(=O)C,COCCOC,[Li+].F[As-](F)(F)(F)(F)F,O,25,10,20,35,10,0,0
20,COC(=O)OC,CCCC(=O)OC,C(C(C(F)F)(F)F)OC(C(F)F)(F)F,FC(F)(F)C(F)(F)COCCOCCOCC(F)(F)C(F)(F)F,[Li+].F[As-](F)(F)(F)(F)F,O,25,10,25,30,10,0,0
20,CCC#N,CCC(=O)C,COC(=O)OC,FC(F)(F)COCCOCCOCCOCCOCC(F)(F)F,[Li+].F[As-](F)(F)(F)(F)F,O,25,10,30,25,10,0,0
20,CCCC#N,CC#N,COCCOC,C1COCO1,[Li+].F[As-](F)(F)(F)(F)F,O,25,10,35,20,10,0,0
20,CCC#N,CC1COC(=O)O1,C(C(C(F)F)(F)F)OC(C(F)F)(F)F,COCCOC,[Li+].F[As-](F)(F)(F)(F)F,O,25,10,40,15,10,0,0
20,CCC(=O)OC,C1COC(=O)O1,C(C(C(F)F)(F)F)OC(C(F)F)(F)F,FC(F)(F)COCCOCCOCC(F)(F)F,[Li+].F[As-](F)(F)(F)(F)F,O,25,10,45,10,10,0,0
20,CN(C)C=O,CCCCOC=O,C1COC(=O)O1,FC(F)(F)COCCOCCOCCOCCOCCOCC(F)(F)F,[Li+].F[As-](F)(F)(F)(F)F,O,25,10,50,5,10,0,0
20,COC(=O)CC(F)(F)F,COCCOC(=O)OC,CC(=O)OC,FC(F)(F)COCCOCCOCCOCCOCC(F)(F)F,[Li+].F[As-](F)(F)(F)(F)F,O,25,15,5,45,10,0,0
20,COC(=O)OC,C(C(F)(F)F)OC(C(F)F)(F)F,CCC(=O)C,C1COC(=O)O1,[Li+].F[As-](F)(F)(F)(F)F,O,25,15,10,40,10,0,0
20,COC=O,C1=COC(=O)O1,C1COC(=O)O1,COCCOC,[Li+].F[As-](F)(F)(F)(F)F,O,25,15,15,35,10,0,0
20,CCC(=O)OC,CCOC(=O)OCC,COC(=O)OC,COCCOCCOC,[Li+].F[As-](F)(F)(F)(F)F,O,25,15,20,30,10,0,0
20,C1C(OC(=O)O1)F,COC(=O)OC,C(Cl)Cl,COCCOC,[Li+].F[As-](F)(F)(F)(F)F,O,25,15,25,25,10,0,0
20,COC(=O)OC,CCCCOC=O,CS(=O)C,CCOC(=O)OC,[Li+].F[As-](F)(F)(F)(F)F,O,25,15,30,20,10,0,0
20,CCOC(=O)OCC,CCOC(=O)OC,FC(F)(F)COCCOCCOCCOCC(F)(F)F,FC(F)(F)COCCOCCOCCOCCOCCOCC(F)(F)F,[Li+].F[As-](F)(F)(F)(F)F,O,25,15,35,15,10,0,0
20,C1COC(=O)O1,CCCCOC=O,C1=COC(=O)O1,CCOC(=O)OCC,[Li+].F[As-](F)(F)(F)(F)F,O,25,15,40,10,10,0,0
20,COC(=O)OC,CCC(=O)OC,CC1COC(=O)O1,CCOC(=O)OC,[Li+].F[As-](F)(F)(F)(F)F,O,25,15,45,5,10,0,0
20,C(C(C(F)F)(F)F)OC(=O)C(F)(F)F,CCOC=O,CCOC(=O)OC,C(Cl)Cl,[Li+].F[As-](F)(F)(F)(F)F,O,25,20,5,40,10,0,0
20,C(C(C(F)F)(F)F)OC(=O)C(F)(F)F,CC(=O)OC,FC(F)(F)COCCOCCOCCOCC(F)(F)F,FC(F)(F)COCCOCCOCCOCCOCCOCC(F)(F)F,[Li+].F[As-](F)(F)(F)(F)F,O,25,20,10,35,10,0,0
20,CC1COC(=O)O1,C(C(C(F)F)(F)F)OC(C(F)F)(F)F,FC(F)(F)COCCOCCOCCOCCOCC(F)(F)F,C(Cl)Cl,[Li+].F[As-](F)(F)(F)(F)F,O,25,20,15,30,10,0,0
20,C(C(F)(F)F)OC(C(F)F)(F)F,COC(=O)OC,COCCOC,C1COCO1,[Li+].F[As-](F)(F)(F)(F)F,O,25,20,20,25,10,0,0
20,CS(=O)C,CC(=O)OC,CCOC(=O)OC,C(C(F)(F)F)OP(=O)(OCC(F)(F)F)OCC(F)(F)F,[Li+].F[As-](F)(F)(F)(F)F,O,25,20,25,20,10,0,0
20,C1=COC(=O)O1,CC1COC(=O)O1,FC(F)(F)COCCOCCOCCOCCOCC(F)(F)F,COCCOC,[Li+].F[As-](F)(F)(F)(F)F,O,25,20,30,15,10,0,0
20,C1CCS(=O)(=O)C1,CCOC(=O)OC,FC(F)(F)COCCOCCOCCOCCOCC(F)(F)F,FC(F)(F)COCCOCCOCCOCCOCCOCC(F)(F)F,[Li+].F[As-](F)(F)(F)(F)F,O,25,20,35,10,10,0,0
20,CCC(=O)C,COC(=O)OC,FC(F)(F)COCCOCCOCCOCCOCCOCC(F)(F)F,O1CCOCC1,[Li+].F[As-](F)(F)(F)(F)F,O,25,20,40,5,10,0,0
20,C1COC(=O)O1,COC(=O)OC,C(C(C(F)F)(F)F)OC(C(F)F)(F)F,C(Cl)Cl,[Li+].F[As-](F)(F)(F)(F)F,O,25,25,5,35,10,0,0
20,CN(C)C=O,C1=COC(=O)O1,COC(=O)OC,COCCOCCOCCOCCOC,[Li+].F[As-](F)(F)(F)(F)F,O,25,25,10,30,10,0,0
20,CN(C)C=O,CC1COC(=O)O1,C(C(C(F)F)(F)F)OC(C(F)F)(F)F,C1COCO1,[Li+].F[As-](F)(F)(F)(F)F,O,25,25,15,25,10,0,0
20,C(C(F)(F)F)OC(C(F)F)(F)F,CN(C)C=O,C1=COC(=O)O1,FC(F)(F)COCCOCCOCC(F)(F)F,[Li+].F[As-](F)(F)(F)(F)F,O,25,25,20,20,10,0,0
20,CCOC=O,CCCCOC=O,FC(F)(F)COCCOCCOCCOCCOCCOCC(F)(F)F,COCCOCCOC,[Li+].F[As-](F)(F)(F)(F)F,O,25,25,25,15,10,0,0
20,CCCC#N,FC(F)(F)COCCOCCOCCOCCOCC(F)(F)F,COCCOC,COCCOCCOC,[Li+].F[As-](F)(F)(F)(F)F,O,25,25,30,10,10,0,0
20,COC(=O)OC,CCOC(=O)OC,CCCCOC=O,CCOC(=O)OCC,[Li+].F[As-](F)(F)(F)(F)F,O,25,25,35,5,10,0,0
20,COC(=O)OC,CCC#N,FC(F)(F)COCCOCCOCC(F)(F)F,COCCOCCOCCOCCOC,[Li+].F[As-](F)(F)(F)(F)F,O,25,30,5,30,10,0,0
20,C1CCS(=O)(=O)C1,CCC(=O)C,C1C(OC(=O)O1)F,C1COC(=O)O1,[Li+].F[As-](F)(F)(F)(F)F,O,25,30,10,25,10,0,0
20,CCOC(=O)OC,COC(=O)OC,C(C(C(F)F)(F)F)OC(C(F)F)(F)F,FC(F)(F)COCCOCCOCCOCCOCCOCC(F)(F)F,[Li+].F[As-](F)(F)(F)(F)F,O,25,30,15,20,10,0,0
20,CCCC(=O)OC,CC1COC(=O)O1,CCOC(=O)OCC,COCCOCCOCCOCCOC,[Li+].F[As-](F)(F)(F)(F)F,O,25,30,20,15,10,0,0
20,C(C(C(F)F)(F)F)OC(=O)C(F)(F)F,COC=O,CN(C)C=O,C(C(C(F)F)(F)F)OC(C(F)F)(F)F,[Li+].F[As-](F)(F)(F)(F)F,O,25,30,25,10,10,0,0
20,COC(=O)OC,C(C(F)(F)F)OC(C(F)F)(F)F,C1COC(=O)O1,COCCOCCOC,[Li+].F[As-](F)(F)(F)(F)F,O,25,30,30,5,10,0,0
20,CCC(=O)C,COC=O,CCOC(=O)OCC,FC(F)(F)COCCOCCOCC(F)(F)F,[Li+].F[As-](F)(F)(F)(F)F,O,25,35,5,25,10,0,0
20,COC(=O)OC,CCC(=O)OC,FC(F)(F)COCCOCCOCC(F)(F)F,COCCOCCOCCOCCOC,[Li+].F[As-](F)(F)(F)(F)F,O,25,35,10,20,10,0,0
20,CS(=O)C,FC(F)(F)COCCOCCOCC(F)(F)F,FC(F)(F)COCCOCCOCCOCCOCC(F)(F)F,C(C(F)(F)F)OP(=O)(OCC(F)(F)F)OCC(F)(F)F,[Li+].F[As-](F)(F)(F)(F)F,O,25,35,15,15,10,0,0
20,C(C(C(F)F)(F)F)OC(=O)C(F)(F)F,C1=COC(=O)O1,C1COC(=O)O1,C(C(C(F)F)(F)F)OC(C(F)F)(F)F,[Li+].F[As-](F)(F)(F)(F)F,O,25,35,20,10,10,0,0
20,C(C(C(F)F)(F)F)OC(=O)C(F)(F)F,C1COC(=O)O1,CC1COC(=O)O1,C1COC(=O)O1,[Li+].F[As-](F)(F)(F)(F)F,O,25,35,25,5,10,0,0
20,C1COC(=O)O1,CC1COC(=O)O1,FC(F)(F)COCCOCCOCCOCC(F)(F)F,C(C(F)(F)F)OP(=O)(OCC(F)(F)F)OCC(F)(F)F,[Li+].F[As-](F)(F)(F)(F)F,O,25,40,5,20,10,0,0
20,C(C(C(F)F)(F)F)OC(=O)C(F)(F)F,COC(=O)OC,CCCC#N,FC(F)(F)COCCOCCOCCOCCOCCOCC(F)(F)F,[Li+].F[As-](F)(F)(F)(F)F,O,25,40,10,15,10,0,0
20,C1CCS(=O)(=O)C1,CCOC(=O)OC,C(C(F)(F)F)OP(=O)(OCC(F)(F)F)OCC(F)(F)F,COCCOC,[Li+].F[As-](F)(F)(F)(F)F,O,25,40,15,10,10,0,0
20,CC(=O)OC,CCOC(=O)OC,COC(=O)OC,CC1COC(=O)O1,[Li+].F[As-](F)(F)(F)(F)F,O,25,40,20,5,10,0,0
20,COC=O,COC(=O)OC,COC(=O)OC,COCCOC,[Li+].F[As-](F)(F)(F)(F)F,O,25,45,5,15,10,0,0
20,C1COC(=O)O1,CCOC(=O)OC,CC1COC(=O)O1,C1COC(=O)O1,[Li+].F[As-](F)(F)(F)(F)F,O,25,45,10,10,10,0,0
20,CCOC(=O)OCC,CCOC(=O)OC,C(C(C(F)F)(F)F)OC(C(F)F)(F)F,FC(F)(F)C(F)(F)COCCOCCOCC(F)(F)C(F)(F)F,[Li+].F[As-](F)(F)(F)(F)F,O,25,45,15,5,10,0,0
20,CCC(=O)OC,COC(=O)OC,CC1COC(=O)O1,COCCOCCOCCOCCOC,[Li+].F[As-](F)(F)(F)(F)F,O,25,50,5,10,10,0,0
20,CCOC(=O)OC,CC1COC(=O)O1,FC(F)(F)COCCOCCOCCOCCOCCOCC(F)(F)F,COCCOC,[Li+].F[As-](F)(F)(F)(F)F,O,25,50,10,5,10,0,0
20,CCOC(=O)OCC,FC(F)(F)COCCOCCOCCOCCOCCOCC(F)(F)F,COCCOCCOC,COCCOC,[Li+].F[As-](F)(F)(F)(F)F,O,25,55,5,5,10,0,0
20,CCC(=O)OC,C1C(OC(=O)O1)F,CCOC(=O)OC,O1CCOCC1,[Li+].F[As-](F)(F)(F)(F)F,O,30,5,5,50,10,0,0
20,CC1COC(=O)O1,C1COC(=O)O1,C1C(OC(=O)O1)F,COCCOCCOCCOCCOC,[Li+].F[As-](F)(F)(F)(F)F,O,30,5,10,45,10,0,0
20,C(C(C(F)F)(F)F)OC(=O)C(F)(F)F,CCOC(=O)OC,CC1COC(=O)O1,C(C(C(F)F)(F)F)OC(C(F)F)(F)F,[Li+].F[As-](F)(F)(F)(F)F,O,30,5,15,40,10,0,0
20,CCCC#N,COCCOC(=O)OC,CC1COC(=O)O1,FC(F)(F)COCCOCCOCCOCCOCC(F)(F)F,[Li+].F[As-](F)(F)(F)(F)F,O,30,5,20,35,10,0,0
20,CC1COC(=O)O1,C1COC(=O)O1,C1COC(=O)O1,C(C(F)(F)F)OP(=O)(OCC(F)(F)F)OCC(F)(F)F,[Li+].F[As-](F)(F)(F)(F)F,O,30,5,25,30,10,0,0
20,C1=COC(=O)O1,COCCOC(=O)OC,C(C(F)(F)F)OP(=O)(OCC(F)(F)F)OCC(F)(F)F,COCCOC,[Li+].F[As-](F)(F)(F)(F)F,O,30,5,30,25,10,0,0
20,C(C(F)(F)F)OC(C(F)F)(F)F,CCOC=O,CCOC(=O)OCC,O1CCOCC1,[Li+].F[As-](F)(F)(F)(F)F,O,30,5,35,20,10,0,0
20,CCCCOC=O,CCOC(=O)OC,COC(=O)OC,COCCOCCOCCOCCOC,[Li+].F[As-](F)(F)(F)(F)F,O,30,5,40,15,10,0,0
20,CCCCOC(=O)C,CCOC(=O)OCC,C1C(OC(=O)O1)F,COCCOC,[Li+].F[As-](F)(F)(F)(F)F,O,30,5,45,10,10,0,0
20,COC(=O)OC,CCCC#N,C1=COC(=O)O1,C(C(F)(F)F)OP(=O)(OCC(F)(F)F)OCC(F)(F)F,[Li+].F[As-](F)(F)(F)(F)F,O,30,5,50,5,10,0,0
20,CCCCOC=O,CCOC(=O)OCC,COC(=O)OC,CS(=O)C,[Li+].F[As-](F)(F)(F)(F)F,O,30,10,5,45,10,0,0
20,COC=O,CCCC(=O)OC,C1COC(=O)O1,C1COCO1,[Li+].F[As-](F)(F)(F)(F)F,O,30,10,10,40,10,0,0
20,COC(=O)CC(F)(F)F,FC(F)(F)COCCOCCOCCOCC(F)(F)F,COCCOCCOC,COCCOC,[Li+].F[As-](F)(F)(F)(F)F,O,30,10,15,35,10,0,0
20,CCC#N,CC1COC(=O)O1,CS(=O)C,COC(=O)OC,[Li+].F[As-](F)(F)(F)(F)F,O,30,10,20,30,10,0,0
20,COC(=O)CC(F)(F)F,CC#N,COCCOC(=O)OC,C1COCO1,[Li+].F[As-](F)(F)(F)(F)F,O,30,10,25,25,10,0,0
20,COC(=O)OC,CCCCOC=O,CCCCOC(=O)C,C1COC(=O)O1,[Li+].F[As-](F)(F)(F)(F)F,O,30,10,30,20,10,0,0
20,COC(=O)OC,CCCC(=O)OC,C1C(OC(=O)O1)F,C1COC(=O)O1,[Li+].F[As-](F)(F)(F)(F)F,O,30,10,35,15,10,0,0
20,CCCC(=O)OC,C1=COC(=O)O1,CCOC(=O)OCC,FC(F)(F)COCCOCCOCCOCCOCC(F)(F)F,[Li+].F[As-](F)(F)(F)(F)F,O,30,10,40,10,10,0,0
20,COC(=O)OC,CCOC(=O)OC,CCC#N,FC(F)(F)COCCOCCOCC(F)(F)F,[Li+].F[As-](F)(F)(F)(F)F,O,30,10,45,5,10,0,0
20,CC1COC(=O)O1,COCCOC(=O)OC,FC(F)(F)COCCOCCOCCOCCOCC(F)(F)F,C(C(F)(F)F)OP(=O)(OCC(F)(F)F)OCC(F)(F)F,[Li+].F[As-](F)(F)(F)(F)F,O,30,15,5,40,10,0,0
20,C1COC(=O)O1,CCC(=O)OC,CC1COC(=O)O1,CC1COC(=O)O1,[Li+].F[As-](F)(F)(F)(F)F,O,30,15,10,35,10,0,0
20,CC1COC(=O)O1,CCOC(=O)OC,CC1COC(=O)O1,C(C(F)(F)F)OP(=O)(OCC(F)(F)F)OCC(F)(F)F,[Li+].F[As-](F)(F)(F)(F)F,O,30,15,15,30,10,0,0
20,CCC(=O)OC,CN(C)C=O,CC(=O)OC,COCCOCCOCCOCCOC,[Li+].F[As-](F)(F)(F)(F)F,O,30,15,20,25,10,0,0
20,CC1COC(=O)O1,C1COC(=O)O1,C1COC(=O)O1,COC(=O)OC,[Li+].F[As-](F)(F)(F)(F)F,O,30,15,25,20,10,0,0
20,COC(=O)CC(F)(F)F,C1COC(=O)O1,C1=COC(=O)O1,CC(=O)OC,[Li+].F[As-](F)(F)(F)(F)F,O,30,15,30,15,10,0,0
20,CCCC(=O)OC,CC1COC(=O)O1,CC#N,COCCOCCOCCOCCOC,[Li+].F[As-](F)(F)(F)(F)F,O,30,15,35,10,10,0,0
20,C1CCS(=O)(=O)C1,CCOC=O,COCCOC(=O)OC,C1COC(=O)O1,[Li+].F[As-](F)(F)(F)(F)F,O,30,15,40,5,10,0,0
20,C1COC(=O)O1,FC(F)(F)COCCOCCOCCOCCOCCOCC(F)(F)F,FC(F)(F)C(F)(F)COCCOCCOCC(F)(F)C(F)(F)F,O1CCOCC1,[Li+].F[As-](F)(F)(F)(F)F,O,30,20,5,35,10,0,0
20,CCOC(=O)OC,CN(C)C=O,CCOC(=O)OCC,COCCOC(=O)OC,[Li+].F[As-](F)(F)(F)(F)F,O,30,20,10,30,10,0,0
20,CCC(=O)C,CC1COC(=O)O1,C(C(F)(F)F)OP(=O)(OCC(F)(F)F)OCC(F)(F)F,COCCOCCOC,[Li+].F[As-](F)(F)(F)(F)F,O,30,20,15,25,10,0,0
20,CCC(=O)OC,CCOC=O,C(C(C(F)F)(F)F)OC(C(F)F)(F)F,C1COCO1,[Li+].F[As-](F)(F)(F)(F)F,O,30,20,20,20,10,0,0
20,CCC(=O)C,C1COC(=O)O1,FC(F)(F)COCCOCCOCC(F)(F)F,FC(F)(F)COCCOCCOCCOCCOCCOCC(F)(F)F,[Li+].F[As-](F)(F)(F)(F)F,O,30,20,25,15,10,0,0
20,CC1COC(=O)O1,FC(F)(F)COCCOCCOCC(F)(F)F,C(C(F)(F)F)OP(=O)(OCC(F)(F)F)OCC(F)(F)F,C1COCO1,[Li+].F[As-](F)(F)(F)(F)F,O,30,20,30,10,10,0,0
20,C1COC(=O)O1,CCOC(=O)OCC,CC1COC(=O)O1,C(C(F)(F)F)OP(=O)(OCC(F)(F)F)OCC(F)(F)F,[Li+].F[As-](F)(F)(F)(F)F,O,30,20,35,5,10,0,0
